MinTemp,MaxTemp,WindGustDir,WindGustSpeed,Humidity,Temp,Pressure,RainTomorrow
18.2,26.9,ESE,37.0,66.0,46.0,1011.6,No
18.0,33.7,ENE,31.0,80.0,48.0,1012.4,No
17.2,32.7,ENE,30.0,86.0,38.0,1021.5,No
16.3,36.2,NE,30.0,84.0,28.0,1016.1,No
17.4,39.6,SSW,26.0,77.0,26.0,1012.4,No
18.9,29.7,E,35.0,75.0,47.0,1019.3,No
15.5,30.2,E,35.0,86.0,44.0,1018.9,No
15.8,33.7,ENE,31.0,88.0,37.0,1021.3,No
17.9,34.6,NE,39.0,93.0,36.0,1021.5,No
17.8,32.1,NE,33.0,86.0,48.0,1022.1,No
15.0,32.8,ENE,30.0,86.0,33.0,1021.9,No
14.3,32.3,NE,35.0,84.0,44.0,1023.3,No
16.6,33.2,E,31.0,85.0,47.0,1021.8,No
19.4,31.3,,,74.0,42.0,1023.4,No
19.7,33.4,E,28.0,89.0,38.0,1019.8,No
20.0,32.1,SE,46.0,80.0,42.0,1020.3,No
19.9,33.8,S,61.0,88.0,45.0,1016.6,No
18.2,28.1,ESE,30.0,96.0,47.0,1020.3,No
9.7,25.6,ESE,39.0,56.0,26.0,1011.1,No
15.6,24.8,SE,46.0,54.0,49.0,1017.6,Yes
14.8,26.3,SSE,35.0,66.0,45.0,1017.7,No
10.9,27.2,SE,26.0,73.0,39.0,1018.5,No
13.6,30.4,ENE,31.0,88.0,30.0,1021.1,No
14.1,29.5,ENE,28.0,89.0,38.0,1018.8,No
16.9,28.3,W,39.0,89.0,36.0,1015.2,No
10.5,27.4,ESE,33.0,67.0,36.0,1017.6,No
14.4,30.6,NE,31.0,77.0,35.0,1019.2,No
12.8,32.0,W,31.0,81.0,18.0,1016.8,No
15.5,32.2,ENE,33.0,99.0,40.0,1020.3,No
13.9,36.6,NNW,44.0,60.0,26.0,1015.9,No
12.3,26.3,ESE,30.0,65.0,46.0,1022.1,No
12.2,30.2,WNW,31.0,76.0,29.0,1019.8,No
7.8,28.1,ESE,37.0,58.0,29.0,1017.8,No
12.1,28.8,ENE,24.0,80.0,36.0,1026.5,No
11.0,29.7,ESE,24.0,82.0,31.0,1021.2,No
15.7,25.8,ESE,22.0,81.0,46.0,1022.0,No
14.1,27.4,E,24.0,95.0,49.0,1024.8,No
13.5,28.8,NNE,22.0,99.0,44.0,1023.2,No
14.0,24.1,SSE,37.0,81.0,47.0,1030.2,No
8.0,24.1,SSE,22.0,87.0,45.0,1032.4,No
9.2,27.0,NE,31.0,99.0,45.0,1028.1,No
10.3,27.7,ESE,19.0,98.0,47.0,1025.3,No
13.0,28.3,WNW,43.0,96.0,41.0,1013.6,No
7.6,24.6,NW,20.0,67.0,46.0,1017.3,No
5.9,26.5,WNW,43.0,67.0,26.0,1012.7,No
7.8,26.7,NNW,20.0,49.0,34.0,1015.1,No
7.3,25.4,E,22.0,73.0,35.0,1021.0,No
6.8,26.4,NE,19.0,88.0,33.0,1019.9,No
5.5,26.4,ENE,24.0,89.0,46.0,1021.8,No
16.1,25.1,WNW,65.0,45.0,42.0,1007.1,No
7.4,23.0,WNW,41.0,34.0,33.0,1015.6,No
12.5,24.5,W,50.0,47.0,42.0,1014.9,No
5.4,25.8,SE,20.0,72.0,33.0,1022.1,No
2.6,27.3,E,17.0,80.0,18.0,1024.1,No
4.4,24.5,N,26.0,69.0,42.0,1017.9,No
5.8,25.4,NNE,24.0,71.0,40.0,1022.1,No
10.3,28.5,WNW,41.0,57.0,23.0,1017.2,No
4.8,21.8,NNE,20.0,80.0,41.0,1019.3,No
4.1,24.3,W,39.0,66.0,28.0,1018.4,No
5.7,25.0,ESE,22.0,67.0,35.0,1021.3,No
8.0,26.2,ESE,15.0,99.0,47.0,1024.7,No
7.9,27.3,W,69.0,56.0,21.0,1013.8,No
2.2,23.0,W,35.0,71.0,23.0,1018.6,No
0.5,21.7,SW,26.0,80.0,32.0,1018.4,No
8.7,21.7,NNW,52.0,52.0,48.0,1006.3,No
11.5,19.7,WSW,57.0,37.0,32.0,1003.9,No
5.1,17.3,W,44.0,88.0,48.0,1007.4,No
-0.4,20.0,SSW,20.0,87.0,31.0,1017.5,No
-2.1,18.7,SE,20.0,84.0,34.0,1026.4,No
13.1,19.7,W,46.0,64.0,44.0,1000.8,No
10.5,19.9,NNW,50.0,62.0,44.0,1004.0,No
6.1,20.8,W,44.0,71.0,46.0,1011.7,No
12.9,22.4,WNW,59.0,65.0,36.0,1007.4,No
9.0,21.2,WNW,41.0,70.0,46.0,1017.8,No
5.9,20.4,W,41.0,66.0,42.0,1023.2,No
1.8,17.8,SSW,20.0,82.0,37.0,1037.0,No
3.4,22.0,ENE,17.0,98.0,44.0,1036.2,No
2.7,19.9,NNW,15.0,98.0,49.0,1033.9,No
5.3,22.2,N,22.0,99.0,44.0,1025.7,No
13.7,18.1,W,70.0,51.0,44.0,1003.8,No
12.0,20.0,WNW,52.0,52.0,42.0,1004.5,No
10.7,16.6,W,74.0,55.0,39.0,1004.6,No
2.4,14.7,SSW,39.0,50.0,32.0,1019.0,No
5.4,17.1,SSW,33.0,70.0,43.0,1023.4,No
-1.2,17.4,ENE,13.0,88.0,38.0,1029.0,No
-1.4,15.0,NNE,33.0,98.0,39.0,1021.5,No
3.4,17.2,WSW,39.0,52.0,36.0,1016.3,No
-0.3,17.6,SSW,24.0,85.0,40.0,1026.0,No
-0.6,16.8,E,15.0,92.0,47.0,1027.0,No
12.0,20.1,NW,63.0,42.0,28.0,1010.5,No
8.4,14.6,W,65.0,42.0,31.0,1019.6,No
-1.5,16.9,W,22.0,89.0,37.0,1030.1,No
-1.9,17.0,SE,17.0,86.0,37.0,1031.1,No
6.3,24.9,W,35.0,99.0,46.0,1025.1,No
8.5,25.7,NW,57.0,75.0,48.0,1008.9,Yes
13.9,17.2,W,76.0,41.0,41.0,1005.1,No
2.3,14.2,S,50.0,81.0,44.0,1016.3,No
5.6,17.4,W,57.0,49.0,39.0,1013.1,No
6.9,19.7,W,54.0,51.0,36.0,1014.5,No
4.4,19.0,W,70.0,54.0,41.0,1012.7,No
1.4,19.5,NW,24.0,86.0,39.0,1025.0,No
-0.9,18.3,W,30.0,85.0,42.0,1023.6,No
0.4,18.9,E,19.0,89.0,49.0,1023.8,No
6.0,20.4,SW,17.0,97.0,41.0,1018.2,No
3.1,18.9,NE,20.0,97.0,48.0,1026.8,No
7.9,24.9,N,44.0,57.0,35.0,1015.8,No
8.3,20.9,WNW,41.0,47.0,31.0,1019.1,No
-0.3,18.6,NNE,31.0,78.0,35.0,1024.8,No
2.8,20.3,NW,20.0,64.0,39.0,1022.9,No
1.2,19.6,ESE,22.0,76.0,43.0,1028.2,No
3.1,21.1,NE,26.0,98.0,48.0,1033.2,No
3.9,23.2,NE,19.0,99.0,42.0,1031.3,No
4.0,24.3,WNW,19.0,75.0,31.0,1026.3,No
4.7,23.4,NE,24.0,76.0,33.0,1024.5,No
3.8,23.4,WSW,48.0,74.0,45.0,1020.3,No
8.7,18.0,W,57.0,49.0,30.0,1015.7,No
0.9,19.2,ESE,22.0,65.0,40.0,1020.2,No
8.5,17.9,W,31.0,79.0,44.0,1011.2,No
2.3,17.5,S,30.0,73.0,39.0,1019.2,No
1.3,19.6,E,28.0,80.0,40.0,1024.0,No
0.3,20.2,SSE,30.0,76.0,30.0,1023.3,No
2.3,18.9,NE,17.0,89.0,41.0,1027.6,No
6.8,22.5,ENE,24.0,75.0,46.0,1020.4,Yes
7.8,20.5,S,26.0,53.0,39.0,1021.6,No
4.2,21.3,ENE,20.0,78.0,41.0,1030.6,No
5.1,24.2,NE,22.0,81.0,39.0,1030.5,No
12.4,23.5,ENE,28.0,91.0,46.0,1029.7,No
8.3,25.8,NE,33.0,94.0,38.0,1021.7,No
13.3,22.7,W,57.0,61.0,38.0,1013.0,No
6.1,21.0,ENE,22.0,65.0,39.0,1019.3,No
12.0,21.7,W,57.0,40.0,37.0,1010.6,No
12.6,22.4,WSW,43.0,57.0,33.0,1016.8,No
5.8,21.5,NE,26.0,68.0,42.0,1022.3,No
9.1,21.7,WSW,41.0,58.0,38.0,1009.5,No
3.7,19.9,SW,28.0,70.0,42.0,1018.8,No
11.1,22.3,SSW,48.0,51.0,48.0,1012.1,No
6.9,24.7,NE,28.0,71.0,44.0,1012.7,No
12.6,22.8,ESE,39.0,84.0,41.0,1006.8,No
6.8,21.8,W,48.0,70.0,37.0,1013.3,No
7.6,22.8,W,70.0,49.0,26.0,1009.2,No
3.4,21.7,,,54.0,32.0,1014.9,Yes
7.4,22.3,WNW,57.0,95.0,47.0,1000.7,No
11.7,20.9,W,57.0,47.0,44.0,1006.9,No
9.0,27.5,NW,41.0,59.0,32.0,1013.1,No
16.6,24.8,W,65.0,55.0,25.0,999.1,No
10.9,23.6,WSW,67.0,41.0,30.0,1008.3,No
7.2,22.9,WSW,52.0,40.0,25.0,1016.7,No
10.2,28.2,NW,35.0,48.0,22.0,1019.1,No
9.3,30.6,WNW,50.0,62.0,27.0,1021.3,No
13.4,24.3,NE,31.0,54.0,40.0,1023.0,No
11.8,34.0,NW,65.0,47.0,28.0,1007.2,No
8.1,21.1,SW,52.0,38.0,26.0,1014.9,No
4.4,22.5,WSW,37.0,56.0,32.0,1017.1,No
10.3,19.8,SE,44.0,51.0,46.0,1021.9,No
4.0,22.2,ENE,31.0,64.0,34.0,1026.3,No
5.3,28.0,NE,35.0,74.0,19.0,1023.3,No
8.1,30.4,N,50.0,42.0,25.0,1014.5,No
5.3,25.7,WNW,46.0,53.0,27.0,1014.8,No
9.6,24.2,W,41.0,61.0,25.0,1018.2,No
12.9,24.0,ENE,39.0,63.0,46.0,1024.7,No
7.9,29.8,WNW,50.0,81.0,33.0,1019.1,Yes
7.2,21.6,SSW,44.0,46.0,30.0,1019.1,No
5.5,23.3,SE,31.0,61.0,35.0,1019.9,No
6.0,28.5,W,35.0,73.0,28.0,1019.2,No
8.3,30.8,WNW,33.0,59.0,21.0,1016.7,No
15.5,28.9,NW,37.0,76.0,46.0,1013.8,No
15.9,24.3,WSW,43.0,31.0,21.0,1011.0,No
7.2,25.1,E,31.0,48.0,33.0,1014.6,No
6.2,27.6,SE,37.0,48.0,26.0,1015.2,No
8.2,29.6,SE,33.0,59.0,30.0,1019.2,No
11.5,30.9,WNW,46.0,66.0,23.0,1015.0,No
15.8,25.8,W,65.0,23.0,21.0,1003.9,No
13.2,27.2,W,43.0,27.0,22.0,1009.2,No
10.0,35.1,NW,41.0,49.0,19.0,1011.1,No
14.9,32.8,S,39.0,61.0,39.0,1007.4,Yes
14.6,31.0,WSW,39.0,90.0,42.0,1009.4,No
17.8,35.1,W,59.0,87.0,32.0,1002.7,No
13.3,30.0,WNW,69.0,52.0,26.0,998.4,No
16.5,26.4,W,63.0,45.0,30.0,1002.3,Yes
13.1,23.9,E,30.0,67.0,48.0,1016.5,No
10.4,27.5,ESE,39.0,73.0,43.0,1020.3,No
15.9,28.6,ENE,35.0,70.0,43.0,1025.8,No
12.3,36.1,E,31.0,69.0,19.0,1017.4,No
18.0,30.0,NE,28.0,83.0,47.0,1021.5,No
17.7,35.6,W,44.0,63.0,39.0,1018.2,No
16.2,36.7,ENE,28.0,63.0,22.0,1014.7,No
18.1,35.2,NW,46.0,68.0,30.0,1010.0,No
12.9,26.6,S,41.0,36.0,30.0,1013.2,No
9.8,29.3,ESE,44.0,61.0,20.0,1013.2,No
14.4,31.0,E,33.0,64.0,30.0,1017.6,No
17.3,29.2,SSE,39.0,82.0,48.0,1011.8,No
18.1,29.6,WNW,37.0,69.0,45.0,1012.3,Yes
14.7,34.6,NE,39.0,77.0,25.0,1008.0,No
13.9,37.1,W,48.0,44.0,19.0,1008.6,No
21.2,30.6,ESE,39.0,70.0,48.0,1015.9,No
16.0,33.3,E,28.0,66.0,45.0,1016.1,Yes
21.6,35.8,SSW,44.0,73.0,45.0,1009.6,Yes
17.1,37.6,WNW,56.0,71.0,29.0,1008.3,No
16.8,28.0,NW,56.0,32.0,22.0,1009.4,No
15.3,28.5,ENE,37.0,57.0,33.0,1022.5,No
16.2,30.7,ESE,33.0,65.0,42.0,1022.2,No
16.7,34.9,NNE,35.0,65.0,32.0,1022.4,No
17.6,39.6,W,63.0,50.0,17.0,1015.3,No
23.6,38.2,NW,54.0,23.0,19.0,1008.5,Yes
17.4,34.2,NW,44.0,72.0,28.0,1007.4,No
13.0,36.9,WSW,44.0,73.0,22.0,1010.4,No
16.9,31.7,NW,54.0,72.0,38.0,1015.6,Yes
16.4,30.9,ENE,31.0,81.0,49.0,1017.0,No
17.9,35.2,ENE,44.0,75.0,35.0,1014.4,No
18.8,36.6,E,35.0,72.0,41.0,1013.0,No
21.6,39.5,NE,33.0,57.0,22.0,1007.0,No
23.1,35.7,WNW,26.0,50.0,39.0,1003.7,No
16.6,28.9,SE,46.0,62.0,45.0,1018.7,No
18.0,27.8,SE,35.0,57.0,42.0,1021.3,No
16.1,31.0,ENE,35.0,76.0,45.0,1018.4,No
15.4,36.4,ENE,30.0,74.0,29.0,1013.4,No
18.5,38.7,S,39.0,66.0,30.0,1011.3,No
21.8,37.6,S,41.0,74.0,42.0,1011.8,Yes
22.5,41.9,WNW,57.0,79.0,21.0,1007.9,No
21.6,32.6,ESE,39.0,77.0,45.0,1012.4,No
22.7,44.5,W,61.0,66.0,21.0,1008.6,No
25.4,40.9,SE,43.0,49.0,21.0,1003.2,No
18.1,35.8,ENE,35.0,67.0,33.0,1017.0,No
17.6,43.7,NE,48.0,71.0,18.0,1013.6,No
24.3,44.4,WNW,59.0,28.0,40.0,1005.3,No
20.4,30.0,ESE,39.0,52.0,39.0,1010.3,No
18.1,31.0,E,37.0,60.0,44.0,1017.8,No
16.7,39.2,ENE,39.0,70.0,30.0,1014.8,No
23.3,37.9,SE,61.0,34.0,37.0,1007.5,Yes
17.4,39.1,ENE,33.0,78.0,32.0,1015.8,No
20.9,43.8,WSW,48.0,78.0,19.0,1012.2,No
26.2,43.2,WNW,56.0,33.0,29.0,1008.0,No
23.9,41.1,NNE,46.0,62.0,28.0,1010.1,No
21.3,38.9,SSE,43.0,61.0,38.0,1011.1,No
20.8,35.9,NNW,37.0,84.0,41.0,1018.4,No
21.8,44.6,SE,37.0,70.0,28.0,1010.3,No
22.3,47.0,SW,41.0,84.0,18.0,1008.0,No
14.2,31.6,ESE,43.0,37.0,20.0,1008.2,No
18.3,31.1,E,33.0,63.0,41.0,1017.6,No
16.3,39.0,ENE,41.0,74.0,25.0,1012.3,No
18.7,40.9,SSW,54.0,60.0,31.0,1009.8,Yes
19.3,29.1,E,37.0,65.0,38.0,1009.0,No
13.7,29.4,W,41.0,37.0,18.0,1011.7,No
11.5,29.8,SE,44.0,55.0,35.0,1020.0,No
15.6,32.9,ENE,41.0,66.0,36.0,1021.6,No
15.5,37.0,NE,31.0,74.0,31.0,1019.7,No
16.9,26.7,SSE,39.0,92.0,48.0,1022.4,Yes
16.9,28.6,ESE,43.0,87.0,45.0,1024.1,No
18.1,27.4,SSE,44.0,58.0,49.0,1013.6,No
16.3,26.1,SE,46.0,65.0,48.0,1018.1,No
15.0,27.4,SSE,39.0,64.0,42.0,1015.6,No
13.4,28.0,E,26.0,77.0,43.0,1014.5,No
13.1,32.8,ENE,35.0,94.0,38.0,1010.7,No
17.0,30.9,E,46.0,84.0,43.0,1011.1,Yes
14.7,24.0,SSW,37.0,59.0,46.0,1016.9,No
12.4,25.5,ESE,31.0,84.0,47.0,1018.5,No
9.3,23.8,WNW,19.0,86.0,49.0,1026.5,No
10.4,25.7,NE,26.0,93.0,37.0,1026.5,No
11.4,28.0,WSW,65.0,83.0,38.0,1015.4,Yes
8.8,25.1,S,39.0,59.0,48.0,1017.9,No
10.3,25.5,E,20.0,78.0,36.0,1022.4,No
9.2,25.2,ESE,31.0,81.0,41.0,1021.3,No
10.5,26.1,SE,33.0,85.0,41.0,1020.3,No
10.0,25.1,E,22.0,83.0,43.0,1024.7,No
11.1,26.1,SSE,22.0,83.0,46.0,1024.2,No
12.9,25.6,N,22.0,99.0,49.0,1022.9,No
8.9,19.9,SSW,30.0,76.0,40.0,1016.4,No
8.8,20.4,SSW,24.0,50.0,36.0,1023.1,No
4.8,22.5,ENE,22.0,81.0,38.0,1021.2,No
7.9,23.3,E,22.0,78.0,47.0,1023.4,No
8.5,25.8,N,37.0,99.0,43.0,1019.6,No
9.3,24.2,SE,24.0,74.0,47.0,1017.9,No
7.9,22.7,ENE,24.0,86.0,46.0,1031.4,No
7.4,25.7,NNE,24.0,87.0,45.0,1026.1,No
9.4,21.2,SW,28.0,64.0,23.0,1024.5,No
3.7,19.9,SE,22.0,79.0,44.0,1028.3,No
5.3,20.5,SSW,20.0,82.0,45.0,1027.2,No
4.8,21.4,SE,20.0,89.0,46.0,1025.7,No
9.8,21.1,SSW,30.0,89.0,49.0,1017.4,No
5.6,20.8,SSE,20.0,85.0,48.0,1018.6,No
10.1,23.6,W,52.0,85.0,33.0,1014.9,No
4.2,20.2,NNE,15.0,79.0,40.0,1021.8,No
5.6,23.2,NNW,39.0,99.0,40.0,1013.3,No
10.2,18.5,W,41.0,42.0,29.0,1018.3,No
-0.4,18.3,NNE,15.0,85.0,43.0,1023.7,No
3.6,16.5,SSW,33.0,83.0,41.0,1026.3,No
1.9,17.5,SSW,35.0,77.0,42.0,1033.3,No
1.6,18.2,S,30.0,84.0,48.0,1033.4,No
1.5,17.6,SSW,41.0,81.0,41.0,1019.5,Yes
2.5,19.8,W,26.0,85.0,39.0,1017.8,No
2.7,20.0,W,37.0,88.0,35.0,1018.8,No
20.5,26.0,,,38.0,45.0,1007.4,No
16.5,28.3,,,48.0,40.0,1007.9,No
12.8,22.0,,,55.0,46.0,1020.9,Yes
17.0,27.2,,,76.0,38.0,1008.9,No
15.0,23.6,,,52.0,42.0,1014.7,No
13.1,26.8,,,61.0,22.0,1013.0,No
13.5,25.6,,,57.0,31.0,1015.0,No
14.1,28.7,,,75.0,34.0,1019.0,No
16.4,22.2,,,42.0,21.0,1009.9,No
11.2,22.2,,,47.0,37.0,1020.8,No
12.7,24.8,,,81.0,38.0,1011.2,No
15.6,26.1,,,51.0,28.0,1005.2,No
11.9,16.8,,,46.0,33.0,1007.4,No
8.6,18.4,,,54.0,41.0,1020.4,No
10.8,22.2,,,65.0,44.0,1018.7,No
9.4,20.3,,,64.0,47.0,1021.1,No
9.4,22.3,,,71.0,34.0,1018.7,No
11.8,23.6,,,74.0,48.0,1017.1,No
13.0,23.0,,,57.0,44.0,1014.3,No
11.0,21.8,,,63.0,45.0,1019.2,No
15.2,21.8,,,52.0,41.0,1008.4,No
8.8,17.8,,,57.0,36.0,1007.0,No
10.7,20.5,,,58.0,36.0,1015.7,No
10.3,21.7,,,64.0,38.0,1020.1,No
11.4,20.1,,,71.0,39.0,1025.4,No
11.7,18.2,,,76.0,49.0,1025.0,Yes
14.0,18.8,,,67.0,42.0,1012.2,No
11.6,18.5,,,66.0,40.0,1020.7,No
8.2,17.1,,,74.0,43.0,1023.7,No
9.2,19.2,,,72.0,45.0,1027.0,No
9.9,19.6,,,69.0,43.0,1024.6,No
10.2,20.2,,,47.0,38.0,1017.0,No
9.5,19.4,,,57.0,32.0,1025.9,No
7.9,18.7,,,68.0,43.0,1027.6,No
7.9,21.0,,,84.0,42.0,1024.1,No
9.2,22.1,,,47.0,35.0,1017.1,No
10.3,19.6,,,45.0,34.0,1011.0,No
10.8,19.2,,,55.0,35.0,1012.5,No
9.2,17.9,,,63.0,42.0,1022.7,Yes
9.1,17.4,,,78.0,48.0,1031.9,No
10.5,17.2,,,80.0,49.0,1020.9,No
6.9,13.3,,,57.0,43.0,1018.0,Yes
7.2,15.8,,,58.0,38.0,1014.6,No
10.0,16.5,,,46.0,27.0,1016.5,No
5.7,15.9,,,67.0,45.0,1027.5,No
8.2,18.5,,,84.0,38.0,1019.2,No
8.2,18.7,,,73.0,21.0,1010.1,No
8.1,18.2,,,53.0,32.0,1016.2,No
10.4,17.5,,,56.0,31.0,1006.2,No
7.2,15.1,,,52.0,31.0,1024.8,No
6.2,17.0,,,79.0,47.0,1018.3,No
6.3,17.6,,,71.0,41.0,1013.1,Yes
6.0,17.0,,,65.0,43.0,1016.7,No
6.0,20.3,,,71.0,42.0,1016.6,No
7.9,20.8,,,40.0,46.0,1004.8,No
9.7,16.8,,,48.0,32.0,1013.2,No
9.4,18.8,,,52.0,34.0,1020.4,No
8.1,17.2,,,62.0,45.0,1020.4,No
8.2,18.6,,,58.0,38.0,1016.4,No
6.9,17.3,,,56.0,37.0,1021.9,No
6.7,15.6,,,62.0,38.0,1016.2,No
7.0,15.9,,,46.0,35.0,1016.0,No
6.8,16.3,,,50.0,28.0,1021.7,No
8.4,17.4,,,49.0,34.0,1023.0,No
7.2,18.5,,,51.0,28.0,1021.1,No
9.4,18.8,,,49.0,33.0,1013.4,No
10.5,18.0,,,48.0,42.0,1011.8,No
6.9,16.4,,,45.0,35.0,1021.9,No
5.6,15.8,,,59.0,33.0,1024.9,No
5.3,17.6,,,65.0,32.0,1028.8,No
8.2,19.5,,,58.0,35.0,1026.6,No
9.4,20.2,,,58.0,44.0,1022.5,Yes
5.5,17.3,,,63.0,47.0,1029.6,No
8.2,16.4,,,76.0,48.0,1029.9,No
10.4,21.0,,,54.0,41.0,1022.9,No
8.7,20.6,,,56.0,39.0,1026.1,No
8.4,16.4,,,49.0,43.0,1025.0,No
7.0,16.8,,,66.0,44.0,1022.7,No
8.7,24.3,,,53.0,35.0,1014.9,No
14.8,30.6,,,40.0,47.0,1014.1,Yes
16.9,27.9,,,58.0,23.0,1009.7,No
12.3,19.8,,,30.0,25.0,1015.8,No
14.6,25.8,,,67.0,47.0,1015.8,No
18.8,32.8,,,46.0,17.0,1010.1,No
13.2,29.8,,,64.0,33.0,1011.6,Yes
11.9,19.2,,,61.0,48.0,1020.3,No
18.9,31.1,,,44.0,39.0,1016.9,No
22.5,34.8,,,41.0,20.0,1014.8,Yes
9.7,20.6,,,51.0,42.0,1017.7,No
10.9,19.7,,,53.0,47.0,1018.8,No
16.1,29.2,,,72.0,43.0,1021.4,No
11.8,22.1,,,64.0,42.0,1025.5,No
12.9,24.9,,,71.0,49.0,1024.2,No
16.5,26.8,,,64.0,48.0,1022.3,No
12.3,24.0,,,66.0,47.0,1018.3,No
19.8,33.6,,,55.0,38.0,1015.2,No
16.9,35.0,,,53.0,24.0,1010.0,No
17.2,30.3,,,62.0,35.0,1009.7,No
15.2,30.3,,,58.0,45.0,1009.6,No
18.4,25.2,,,62.0,47.0,1001.8,No
15.9,23.1,,,66.0,49.0,1023.9,No
16.7,27.7,,,34.0,46.0,1001.2,No
17.9,20.6,,,49.0,30.0,990.2,No
13.6,22.3,,,47.0,49.0,1003.5,No
17.6,31.3,,,29.0,21.0,1009.1,No
18.4,33.2,,,67.0,19.0,1007.7,No
17.0,32.9,,,82.0,25.0,995.0,No
19.2,25.4,,,42.0,32.0,996.5,No
16.7,23.8,,,39.0,43.0,1006.8,No
15.0,24.1,,,58.0,48.0,1013.1,No
19.2,31.5,,,37.0,42.0,1002.7,No
18.4,34.7,,,73.0,22.0,1005.5,No
17.0,23.0,,,58.0,49.0,1021.6,No
17.2,22.6,,,54.0,47.0,1020.2,No
20.8,29.7,,,67.0,49.0,1014.6,No
23.0,33.4,,,61.0,39.0,1009.1,Yes
17.7,22.6,,,52.0,48.0,1020.5,No
14.8,23.3,,,62.0,46.0,1021.9,No
23.4,33.6,,,52.0,45.0,1008.9,No
24.8,40.9,,,55.0,20.0,1004.8,No
21.8,33.5,,,68.0,34.0,1013.3,No
22.5,25.1,,,73.0,49.0,1008.0,No
16.8,24.6,,,39.0,37.0,1009.5,No
14.4,23.6,,,67.0,48.0,1013.4,No
16.1,26.8,,,42.0,29.0,1011.7,No
15.9,25.7,,,47.0,48.0,1013.4,No
16.4,23.5,,,85.0,49.0,1025.4,No
16.1,29.3,,,70.0,25.0,1011.1,No
14.9,24.1,,,43.0,38.0,1015.2,No
16.3,23.9,,,52.0,40.0,1004.4,No
16.7,20.2,,,47.0,29.0,1003.1,No
11.2,18.7,,,43.0,26.0,1013.0,No
11.8,21.9,,,54.0,30.0,1015.5,No
12.0,22.7,,,67.0,44.0,1024.3,No
11.1,22.8,,,74.0,46.0,1024.2,No
13.0,20.1,,,86.0,46.0,1024.6,Yes
10.4,21.3,,,80.0,39.0,1016.8,No
11.1,21.5,,,50.0,31.0,1012.6,No
12.4,21.7,,,58.0,34.0,1012.8,No
14.2,21.7,,,49.0,38.0,1008.2,No
11.4,20.7,,,64.0,40.0,1018.7,No
17.4,21.3,,,52.0,48.0,1026.8,No
9.3,19.0,,,71.0,45.0,1014.1,No
10.7,19.8,,,80.0,42.0,1008.2,No
11.4,19.2,,,63.0,34.0,1009.8,No
10.0,16.2,,,62.0,44.0,1011.5,No
9.7,14.2,,,37.0,32.0,1012.2,No
6.1,15.8,,,48.0,28.0,1020.9,No
6.2,17.1,,,67.0,41.0,1024.3,No
7.8,18.5,,,70.0,40.0,1017.7,No
8.2,19.8,,,79.0,40.0,1013.1,No
9.2,18.0,,,95.0,46.0,1030.2,No
9.1,18.9,,,86.0,49.0,1015.2,No
9.6,20.7,,,67.0,47.0,1012.3,No
15.7,21.2,,,61.0,27.0,1005.8,No
11.0,18.9,,,55.0,32.0,1007.9,No
11.1,16.2,,,50.0,41.0,1003.5,No
8.5,17.1,,,59.0,34.0,1012.5,No
10.1,18.1,,,54.0,32.0,1016.4,No
6.2,15.7,,,74.0,48.0,1020.8,No
10.2,17.2,,,68.0,34.0,1007.4,No
6.7,17.3,,,79.0,42.0,1010.1,No
8.1,16.5,,,78.0,47.0,1012.3,Yes
8.0,18.6,,,84.0,42.0,1022.5,No
8.0,19.9,,,66.0,37.0,1021.1,No
8.2,21.3,,,72.0,34.0,1025.1,No
8.8,23.4,,,68.0,43.0,1021.2,No
11.2,24.7,,,54.0,39.0,1011.5,Yes
11.4,18.3,,,62.0,42.0,1012.7,No
8.3,18.9,,,72.0,34.0,1016.3,No
8.1,18.7,,,63.0,38.0,1022.5,No
9.5,19.5,,,61.0,41.0,1024.3,No
8.5,18.9,,,65.0,39.0,1024.4,No
9.2,19.7,,,66.0,38.0,1020.0,No
9.2,19.2,,,60.0,33.0,1025.4,No
7.9,19.2,,,63.0,46.0,1027.7,No
8.3,20.5,,,58.0,29.0,1020.3,No
10.0,19.8,,,70.0,33.0,1021.7,No
7.6,19.3,,,69.0,40.0,1022.8,No
11.0,23.5,,,47.0,21.0,1015.8,No
7.8,16.8,,,46.0,41.0,1023.4,No
8.9,19.8,,,77.0,32.0,1012.6,No
9.0,21.0,,,63.0,35.0,1014.1,No
8.7,22.1,,,77.0,35.0,1019.6,No
9.4,25.7,,,66.0,27.0,1015.7,No
13.0,22.9,,,37.0,20.0,1013.4,No
9.0,18.9,,,48.0,45.0,1028.0,No
11.1,25.0,,,47.0,33.0,1009.2,No
14.5,20.8,,,51.0,47.0,1012.7,No
15.6,20.2,,,29.0,26.0,1007.1,No
12.0,21.6,,,32.0,20.0,1013.1,No
11.3,20.9,,,44.0,37.0,1017.6,No
10.6,24.8,,,44.0,21.0,1016.4,No
13.7,19.5,,,34.0,23.0,1011.4,No
9.2,21.5,,,40.0,30.0,1017.4,No
11.1,22.0,,,49.0,36.0,1021.6,No
14.7,25.3,,,81.0,43.0,1014.8,No
14.7,21.2,,,36.0,35.0,1016.1,No
10.3,20.8,,,47.0,35.0,1010.2,No
10.0,22.2,,,45.0,38.0,1015.9,No
9.5,22.4,,,50.0,47.0,1022.6,No
11.0,28.5,,,49.0,27.0,1022.5,No
17.3,32.2,,,24.0,17.0,1019.6,No
14.7,32.1,,,68.0,25.0,1017.0,No
